NGC_Num,Other names,General Type,Specific Type,Apparent magnitude
1577,Duplicate of NGC 1575,Galaxy,Barred spiral galaxy,12.6
1578,,Galaxy,Spiral galaxy,13.1
1579,,Nebula,Diffuse nebula,
1580,,Galaxy,Spiral galaxy,13.5
1581,,Galaxy,Lenticular galaxy,12.9
1582,,Cluster,Open cluster,7
1583,,Galaxy,Lenticular galaxy,13.7
1584,,Galaxy,Lenticular galaxy,14
1585,,Galaxy,Spiral galaxy,13.5
1586,,Galaxy,Spiral galaxy,13.2
1587,,Galaxy,Elliptical galaxy,11.7
1588,,Galaxy,Elliptical galaxy,12.9
1589,,Galaxy,Spiral galaxy,11.8
1590,,Galaxy,Spiral galaxy,13.7
1591,,Galaxy,Barred spiral galaxy,12.9
1592,,Galaxy,Spiral galaxy,13.6
1593,,Galaxy,Lenticular galaxy,13.4
1594,,Galaxy,Barred spiral galaxy,13
1595,,Galaxy,Elliptical galaxy,12.7
1596,,Galaxy,Lenticular galaxy,11.2
1597,,Galaxy,Elliptical galaxy,13.9
1598,,Galaxy,Barred spiral galaxy,13.3
1599,,Galaxy,Spiral galaxy,13.7
1600,,Galaxy,Elliptical galaxy,10.9
1601,,Galaxy,Lenticular galaxy,13.8
1602,,Galaxy,Irregular galaxy,13
1603,,Galaxy,Elliptical galaxy,13.8
1604,,Galaxy,Spiral galaxy,13.7
1605,,Cluster,Open cluster,10.7
1606,,Galaxy,Lenticular galaxy,14.9
1607,,Galaxy,Spiral galaxy,13.2
1608,Duplicate of NGC 1593,Galaxy,Lenticular galaxy,13.4
1609,,Galaxy,Lenticular galaxy,13.5
1610,,N/A,Unknown,
1611,,Galaxy,Barred lenticular galaxy,13.4
1612,,Galaxy,Barred lenticular galaxy,13.4
1613,,Galaxy,Lenticular galaxy,13.7
1614,,Galaxy,Barred spiral galaxy,12.9
1615,,Galaxy,Lenticular galaxy,13.9
1616,,Galaxy,Galaxy,12.6
1617,,Galaxy,Barred spiral galaxy,10.4
1618,,Galaxy,Barred spiral galaxy,12.7
1619,Duplicate of NGC 1610,N/A,Unknown,
1620,,Galaxy,Spiral galaxy,12.3
1621,,Galaxy,Elliptical galaxy,13.6
1622,,Galaxy,Barred spiral galaxy,12.5
1623,,Galaxy,Barred spiral galaxy,15.6
1624,,Cluster,Open cluster,11.8
1625,,Galaxy,Barred spiral galaxy,12.3
1626,Duplicate of NGC 1621,Galaxy,Elliptical galaxy,13.6
1627,,Galaxy,Spiral galaxy,12.8
1628,,Galaxy,Spiral galaxy,13.4
1629,(Located in Large Magellanic Cloud),Cluster,Globular cluster,12.7
1630,,Galaxy,Lenticular galaxy,14
1631,,Galaxy,Barred lenticular galaxy,13.3
1632,,Galaxy,Spiral galaxy,14.4
1633,,Galaxy,Barred spiral galaxy,13.5
1634,,Galaxy,Elliptical galaxy,14.1
1635,,Galaxy,Barred lenticular galaxy,12.4
1636,,Galaxy,Spiral galaxy,13
1637,,Galaxy,Spiral galaxy,11.2
1638,,Galaxy,Lenticular galaxy,12
1639,,Star,Triple star,
1640,,Galaxy,Barred spiral galaxy,11.7
1641,,Cluster,Open cluster,
1642,,Galaxy,Spiral galaxy,12.6
1643,,Galaxy,Galaxy,13.3
1644,,Cluster,Globular cluster,12.9
1645,,Galaxy,Barred lenticular galaxy,13
1646,,Galaxy,Elliptical galaxy,12.4
1647,,Cluster,Open cluster,6.4
1648,,Galaxy,Spiral galaxy,14.6
1649,Duplicate of NGC 1652,Cluster,Open cluster,13.1
1650,,Galaxy,Elliptical galaxy,12.7
1651,,Cluster,Globular cluster,12.3
1652,(Located in Large Magellanic Cloud),Cluster,Globular cluster,13.1
1653,,Galaxy,Elliptical galaxy,12
1654,,Galaxy,Spiral galaxy,13.4
1655,,Star,Double star,
1656,,Galaxy,Lenticular galaxy,12.9
1657,,Galaxy,Barred spiral galaxy,13.8
1658,,Galaxy,Galaxy,13.5
1659,,Galaxy,Galaxy,12.5
1660,,Galaxy,Spiral galaxy,14
1661,,Galaxy,Galaxy,13.2
1662,,Cluster,Open cluster,6.4
1663,,Cluster,Open cluster,14.5
1664,,Cluster,Open cluster,7.6
1665,,Galaxy,Lenticular galaxy,12.8
1666,,Galaxy,Barred lenticular galaxy,12.6
1667,,Galaxy,Barred spiral galaxy,12.1
1668,,Galaxy,Lenticular galaxy,12.8
1669,,Galaxy,Spiral galaxy,13.8
1670,,Galaxy,Lenticular galaxy,12.8
1671,,Galaxy,Lenticular galaxy,12.9
1672,,Galaxy,Barred spiral galaxy,11
1673,(Located in Large Magellanic Cloud),Cluster,Open cluster,14.1
1674,,N/A,Unknown,
1675,,N/A,Unknown,
1676,(Located in Large Magellanic Cloud),Cluster,Open cluster,
1677,,Galaxy,Galaxy,12.5
1678,,Galaxy,Lenticular galaxy,13.2
1679,,Galaxy,Barred spiral galaxy,11.6
1680,,Galaxy,Barred spiral galaxy,13.6
1681,,Galaxy,Spiral galaxy,12.9
1682,,Galaxy,Elliptical galaxy,13.5
1683,,Galaxy,Spiral galaxy,14.7
1684,,Galaxy,Elliptical galaxy,12
1685,,Galaxy,Barred lenticular galaxy,14.1
1686,,Galaxy,Galaxy,13.7
1687,,Galaxy,Barred spiral galaxy,13.9
1688,,Galaxy,Barred spiral galaxy,12.1
1689,Duplicate of NGC 1667,Galaxy,Barred spiral galaxy,12.1
1690,,Galaxy,Elliptical galaxy,14.3
1691,,Galaxy,Barred lenticular galaxy,12
1692,,Galaxy,Lenticular galaxy,13
1693,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.9
1694,,Galaxy,Spiral galaxy,14.3
1695,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.2
1696,(Located in Large Magellanic Cloud),Cluster,Globular cluster,14
1697,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.6
1698,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.1
1699,,Galaxy,Spiral galaxy,13.9
1700,,Galaxy,Elliptical galaxy,12
1701,,Galaxy,Spiral galaxy,12.8
1702,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.5
1703,,Galaxy,Barred spiral galaxy,11.3
1704,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.5
1705,,Galaxy,Lenticular galaxy,12.8
1706,,Galaxy,Spiral galaxy,12.6
1707,,Cluster,Open cluster,
1708,,Cluster,Open cluster,
1709,,Galaxy,Barred lenticular galaxy,14.2
1710,,Galaxy,Lenticular galaxy,12.7
1711,(Located in Large Magellanic Cloud),Cluster,Open cluster,10.1
1712,(Located in Large Magellanic Cloud),Cluster,Open cluster,
1713,,Galaxy,Elliptical galaxy,12.7
1714,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.5
1715,(Located in Large Magellanic Cloud),Nebula,Diffuse nebula,
1716,,Galaxy,Barred spiral galaxy,13.1
1717,,Galaxy,Spiral galaxy,14.2
1718,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.3
1719,,Galaxy,Spiral galaxy,13.6
1720,,Galaxy,Barred spiral galaxy,12.4
1721,,Galaxy,Barred spiral galaxy,12.8
1722,(Within boundaries of Large Magellanic Cloud),Cluster,Open cluster,13.2
1723,,Galaxy,Barred spiral galaxy,11.7
1724,,Cluster,Open cluster,
1725,,Galaxy,Lenticular galaxy,13
1726,,Galaxy,Lenticular galaxy,11.7
1727,,Other,Star forming region,11.1
1728,,Galaxy,Spiral galaxy,13.9
1729,,Galaxy,Spiral galaxy,12.9
1730,,Galaxy,Barred spiral galaxy,12.3
1731,(Located in Large Magellanic Cloud),Star cluster,Star cluster,9.9
1732,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.3
1733,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.3
1734,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.1
1735,(Located in Large Magellanic Cloud),Cluster,Open cluster,10.8
1736,(Located in Large Magellanic Cloud),Nebula,Emission nebula,
1737,(Located in Large Magellanic Cloud),Nebula,Emission nebula,
1738,,Galaxy,Barred spiral galaxy,12.9
1739,,Galaxy,Galaxy,13.5
1740,,Galaxy,Lenticular galaxy,12.9
1741A,,Galaxy,Spiral galaxy,15
1741B,,Galaxy,Spiral galaxy,14.6
1742,,Star,Star,
1743,(Located in Large Magellanic Cloud),Nebula,Emission nebula,
1744,,Galaxy,Barred spiral galaxy,11.1
1745,(Located in Large Magellanic Cloud),Cluster,Open cluster,
1746,,Cluster,Open cluster,6.1
1747,(Located in Large Magellanic Cloud),Cluster,Open cluster,9.4
1748,(Located in Large Magellanic Cloud),Nebula,Emission nebula,
1749,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.6
1750,,Cluster,Open cluster,
1751,(Located in Large Magellanic Cloud),Cluster,Open cluster,14.5
1752,,Galaxy,Barred spiral galaxy,12.4
1753,,Galaxy,Spiral galaxy,14.5
1754,,Cluster,Open cluster,12
1755,(Located in Large Magellanic Cloud),Cluster,Open cluster,
1756,(Located in Large Magellanic Cloud),Cluster,Globular cluster,12.2
1757,Doesn't exist,N/A,Unknown,
1758,,Cluster,Open cluster,
1759,,Galaxy,Elliptical galaxy,12.8
1760,(Located in Large Magellanic Cloud),Nebula,Emission nebula,
1761,(Located in Large Magellanic Cloud),Cluster,Open cluster,9.9
1762,,Galaxy,Spiral galaxy,12.6
1763,(Located in Large Magellanic Cloud),Nebula,Emission nebula,9.9
1764,,Cluster,Open cluster,12.6
1765,,Galaxy,Barred lenticular galaxy,13
1766,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.2
1767,,Cluster,Open cluster,10.6
1768,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.8
1769,(Located in Large Magellanic Cloud),Nebula,Emission nebula,
1770,,Other,Star forming region,
1771,,Galaxy,Spiral galaxy,13.4
1772,(Located in Large Magellanic Cloud),Cluster,Open cluster,11
1773,,Nebula,Emission nebula,
1774,(Located in Large Magellanic Cloud),Cluster,Open cluster,10.8
1775,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.6
1776,(Located in Large Magellanic Cloud),Cluster,Open cluster,13
1777,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.8
1778,,Cluster,Open cluster,7.7
1779,,Galaxy,Barred spiral galaxy,12.1
1780,,Galaxy,Barred lenticular galaxy,13.7
1781,,Galaxy,Barred lenticular galaxy,12.6
1782,(Located in Large Magellanic Cloud),Cluster,Open cluster,10.5
1783,(Located in Large Magellanic Cloud),Cluster,Globular cluster,10.9
1784,,Galaxy,Spiral galaxy,12
1785,(Superposed on Large Magellanic Cloud),Asterism,Asterism,
1786,(Located in Large Magellanic Cloud),Cluster,Globular cluster,10.9
1787,(Located in Large Magellanic Cloud),Cluster,Open cluster,10.9
1788,,Nebula,Diffuse nebula,5.8
1789,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.1
1790,,Cluster,Open cluster,
1791,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.1
1792,,Galaxy,Barred spiral galaxy,10.2
1793,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.4
1794,Duplicate of NGC 1781,Galaxy,Barred spiral galaxy,12.6
1795,(Located in Large Magellanic Cloud),Cluster,Globular cluster,12.4
1796,,Galaxy,Barred spiral galaxy,12.3
1797,,Galaxy,Spiral galaxy,13.5
1798,,Cluster,Open cluster,10
1799,,Galaxy,Barred lenticular galaxy,13.7
1800,,Galaxy,Irregular galaxy,12.6
1801,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.2
1802,,Cluster,Open cluster,
1803,,Galaxy,Barred spiral galaxy,12.9
1804,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.9
1805,(Located in Large Magellanic Cloud),Cluster,Globular cluster,10.6
1806,(Located in Large Magellanic Cloud),Cluster,Globular cluster,
1807,,Cluster,Open cluster,7
1808,,Galaxy,Barred spiral galaxy,10.7
1809,,Galaxy,Spiral galaxy,12.1
1810,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.9
1811,,Galaxy,Spiral galaxy,13.6
1812,,Galaxy,Spiral galaxy,12.6
1813,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.8
1814,(Located in Large Magellanic Cloud),Cluster,Open cluster,9
1815,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.4
1816,(Located in Large Magellanic Cloud),Cluster,Open cluster,9
1817,,Cluster,Open cluster,7.7
1818,(Located in Large Magellanic Cloud),Cluster,Globular cluster,9.7
1819,,Galaxy,Barred lenticular galaxy,12.5
1820,(Located in Large Magellanic Cloud),Cluster,Open cluster,9
1821,,Galaxy,Irregular galaxy,13.3
1822,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.2
1823,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.1
1824,,Galaxy,Barred spiral galaxy,12.6
1825,(Located in Large Magellanic Cloud),Cluster,Open cluster,12
1826,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.3
1827,,Galaxy,Barred spiral galaxy,12.6
1828,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.5
1829,,Cluster,Open cluster,
1830,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.6
1831,(Located in Large Magellanic Cloud),Cluster,Globular cluster,11.2
1832,,Galaxy,Barred spiral galaxy,11.3
1833,(Located in Large Magellanic Cloud),Cluster,Open cluster,
1834,(Located in Large Magellanic Cloud),Cluster,Open cluster,
1835,(Located in Large Magellanic Cloud),Cluster,Open cluster,10.6
1836,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.2
1837,(Located in Large Magellanic Cloud),Cluster,Open cluster,10.6
1838,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.9
1839,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.8
1840,(Located in Large Magellanic Cloud),Cluster,Open cluster,
1841,(Located in Large Magellanic Cloud),Cluster,Globular cluster,14.1
1842,(Located in Large Magellanic Cloud),Cluster,Open cluster,14
1843,,Galaxy,Spiral galaxy,12.7
1844,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.1
1845,(Superposed on Large Magellanic Cloud),Cluster,Open cluster,10.2
1846,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.3
1847,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.1
1848,(Located in Large Magellanic Cloud),Cluster,Open cluster,9.7
1849,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.8
1850,(Located in Large Magellanic Cloud),Cluster,Open cluster,8.8
1851,,Cluster,Globular cluster,8.8
1852,(Located in Large Magellanic Cloud),Cluster,Open cluster,12
1853,,Galaxy,Barred spiral galaxy,13
1854,(Located in Large Magellanic Cloud),Cluster,Globular cluster,10.4
1855,(Located in Large Magellanic Cloud),Cluster,Globular cluster,10.4
1856,(Located in Large Magellanic Cloud),Cluster,Open cluster,10.1
1857,,Cluster,Open cluster,8.1
1858,(Located in Large Magellanic Cloud),Cluster,Open cluster,9.9
1859,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.3
1860,(Located in Large Magellanic Cloud),Cluster,Open cluster,11
1861,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.2
1862,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.3
1863,(Located in Large Magellanic Cloud),Cluster,Open cluster,11
1864,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.9
1865,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.9
1866,(Located in Large Magellanic Cloud),Cluster,Globular cluster,9.7
1867,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.4
1868,(Located in Large Magellanic Cloud),Cluster,Globular cluster,11.6
1869,(Located in Large Magellanic Cloud),Cluster,Open cluster,14
1870,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.3
1871,,Cluster,Open cluster,10.1
1872,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.4
1873,(Located in Large Magellanic Cloud),Cluster,Open cluster,10.4
1874,(Located in Large Magellanic Cloud),Nebula,Nebula,
1875,,Galaxy,Interacting galaxies,13.7
1876,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.7
1877,(Located in Large Magellanic Cloud),Cluster,Open cluster,
1878,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.9
1879,,Galaxy,Barred spiral galaxy,12.8
1880,(Located in Large Magellanic Cloud),Nebula,Emission nebula,
1881,(Located in Large Magellanic Cloud),Cluster,Open cluster,
1882,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.3
1883,,Cluster,Open cluster,12
1884,Doesn't exist,N/A,Unknown,
1885,(Located in Large Magellanic Cloud),Cluster,Open cluster,12
1886,,Galaxy,Galaxy,12.7
1887,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.7
1888,,Galaxy,Barred spiral galaxy,11.9
1889,,Galaxy,Elliptical galaxy,131
1890,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.8
1891,,Cluster,Open cluster,
1892,,Galaxy,Spiral galaxy,12.2
1893,,Cluster,Open cluster,14.38
1894,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.2
1895,(Located in Large Magellanic Cloud),Nebula,Emission nebula,
1896,,Cluster,Open cluster,
1897,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.5
1898,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.9
1899,(Located in Large Magellanic Cloud),Nebula,Emission nebula,
1900,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.6
1901,,Cluster,Open cluster,
1902,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.77
1903,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.86
1904,Messier 79,Cluster,Globular cluster,9.2
1905,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.21
1906,,Galaxy,Galaxy,
1907,,Cluster,Open cluster,8.9
1908,Doesn't exist,N/A,Unknown,
1909,,Nebula,Reflection nebula,
1910,(Located in Large Magellanic Cloud),Cluster,Open cluster,9.65
1911,,Cluster,Open cluster,
1912,Messier 38,Cluster,Open cluster,6.7
1913,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.14
1914,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.01
1915,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.14
1916,(Located in Large Magellanic Cloud),Cluster,Open cluster,10.38
1917,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.33
1918,(Located in Large Magellanic Cloud),Other,Supernova remnant,
1919,(Located in Large Magellanic Cloud),Nebula,Nebula,
1920,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.54
1921,,Cluster,Open cluster,12.54
1922,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.51
1923,,Cluster,Open cluster,11.24
1924,,Galaxy,Barred spiral galaxy,13.25
1925,(Located in Large Magellanic Cloud),Cluster,Open cluster,
1926,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.79
1927,Doesn't exist,N/A,Unknown,
1928,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.47
1929,(Located in Large Magellanic Cloud),Cluster,Open cluster,
1930,,Galaxy,Lenticular galaxy,
1931,,Cluster,Open cluster,10.1
1932,(Superposed on Large Magellanic Cloud),Galaxy,Lenticular galaxy,11.84
1933,(Located in Large Magellanic Cloud),Cluster,Open cluster,
1934,(Located in Large Magellanic Cloud),Cluster,Open cluster,10.5
1935,(Located in Large Magellanic Cloud),Other,Stellar association,
1936,IC 2127; (Located in Large Magellanic Cloud),Nebula,Emission nebula,11.6
1937,(Located in Large Magellanic Cloud),Other,Stellar association,
1938,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.09
1939,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.83
1940,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.91
1941,(Located in Large Magellanic Cloud),Cluster,Open cluster,12
1942,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.46
1943,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.88
1944,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.84
1945,(Located in Large Magellanic Cloud),Nebula,Emission nebula,
1946,,Cluster,Open cluster,12.7
1947,,Galaxy,Lenticular galaxy,10.8
1948,,Star,Association of stars,10.8
1949,(Within boundaries of Large Magellanic Cloud),Cluster,Open cluster,12.39
1950,(Located in Large Magellanic Cloud),Cluster,Open cluster,13.17
1951,(Located in Large Magellanic Cloud),Cluster,Open cluster,10.58
1952,Messier 1; Crab Nebula,Other,Supernova remnant,8.4
1953,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.74
1954,,Galaxy,Spiral galaxy,11.8
1955,(Located in Large Magellanic Cloud),Nebula,Diffuse nebula,8.87
1956,,Galaxy,Spiral galaxy,13.1
1957,,Galaxy,Galaxy,13.9
1958,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.99
1959,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.17
1960,Messier 36,Cluster,Open cluster,6.1
1961,,Galaxy,Spiral galaxy,12.2
1962,,Cluster,Open cluster,
1963,,Cluster,Open cluster,
1964,,Galaxy,Spiral galaxy,11.45
1965,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.7
1966,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.83
1967,(Located in Large Magellanic Cloud),Cluster,Open cluster,10.81
1968,(Located in Large Magellanic Cloud),Cluster,Open cluster,8.22
1969,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.46
1970,(Located in Large Magellanic Cloud),Cluster,Open cluster,10.28
1971,(Located in Large Magellanic Cloud),Cluster,Open cluster,11.9
1972,(Located in Large Magellanic Cloud),Cluster,Open cluster,12.62
1973,,Nebula,Diffuse nebula,7
1974,,Cluster,Open cluster,10.3
1975,,Nebula,Nebula,7
1976,Messier 42; Orion Nebula,Nebula,Diffuse nebula,5
1977,,Cluster,Open cluster,7
1978,,Cluster,Globular cluster,10.7
1979,,Galaxy,Lenticular galaxy,12.84
1980,,Cluster,Open cluster,2.5
1981,,Cluster,Open cluster,4.2
1982,Messier 43; de Mairan's Nebula,Nebula,Diffuse nebula,9
1983,(Located in Large Magellanic Cloud),Cluster,Open cluster,
1984,(Within boundaries of Large Magellanic Cloud),Cluster,Open cluster,9.99
1985,,Nebula,Reflection nebula,
1986,,Cluster,Open cluster,11.3
1987,(Located in Large Magellanic Cloud),Cluster,Open cluster,12
1988,,Star,Star,
1989,,Galaxy,Lenticular galaxy,14.1
1990,Epsilon OrionisNebula,Nebula,Reflection nebula,
1991,(Within boundaries of Large Magellanic Cloud),Cluster,Open cluster,10.3
1992,,Galaxy,Spiral galaxy,14.65
1993,,Galaxy,Lenticular galaxy,13.39
1994,(Within boundaries of Large Magellanic Cloud),Cluster,Open cluster,
1995,,Star,Double star,
1996,,Cluster,Open cluster,
1997,,Cluster,Open cluster,
1998,,Galaxy,Lenticular galaxy,
1999,,Nebula,Diffuse nebula,9.5
2000,,Cluster,Open cluster,12.3
2001,,Star,Association of stars,
2002,,Cluster,Open cluster,10.8
2003,,Cluster,Open cluster,11.3
2004,,Cluster,Open cluster,
2005,,Cluster,Open cluster,11.6
2006,,Cluster,Open cluster,10.9
2007,,Galaxy,Barred spiral galaxy,
2008,,Galaxy,Spiral galaxy,
2009,,Cluster,Open cluster,11
2010,,Cluster,Open cluster,11.7
2011,,Star cluster,Star cluster,10.6
2012,,Galaxy,Unbarred lenticular galaxy,
2013,,Cluster,Open cluster,
2014,,Star,Association of stars,9
2015,,Star,Association of stars,10.4
2016,,Cluster,Open cluster,
2017,,Cluster,Open cluster,
2018,,Star,Association of stars,10.9
2019,,Cluster,Globular cluster,10.9
2020,,Nebula,Diffuse nebula,
2021,,Star,Association of stars,12.1
2022,,Nebula,Planetary nebula,14.2
2023,,Nebula,Diffuse nebula,
2024,Flame Nebula,Nebula,Emission nebula,
2025,,Cluster,Open cluster,10.9
2026,,Star cluster,Star cluster candidate,
2027,,Star cluster,Star cluster,11
2028,,Cluster,Open cluster,12.9
2029,,Nebula,Emission nebula,12.3
2030,(Part of the Seagull Nebula),Nebula,Emission nebula,
2031,,Cluster,Globular cluster,10.8
2032,Seagull Nebula,Nebula,Emission nebula,
2033,,Star,Association of stars,11.6
2034,,Star,Association of stars,
2035,(Part of the Seagull Nebula),Nebula,Emission nebula,11
2036,,Cluster,Open cluster,12.8
2037,,Other,Interstellar matter,10.3
2038,,Cluster,Open cluster,11.9
2039,,Star cluster,Star cluster,
2040,(Located in the Seagull Nebula),Cluster,Open cluster,11.5
2041,,Cluster,Open cluster,10.4
2042,,Star cluster,Star cluster candidate,9.6
2043,,Cluster,Open cluster,
2044,,Star,Association of stars,10.6
2045,,Other,Interstellar matter,
2046,,Cluster,Open cluster,12.6
2047,,Cluster,Open cluster,13.2
2048,,Nebula,Emission nebula,12.2
2049,,Galaxy,Unbarred spiral galaxy,
2050,,Star,Association of stars,9.3
2051,,Cluster,Open cluster,11.7
2052,,Nebula,Emission nebula,
2053,,Cluster,Open cluster,12.2
2054,,Galaxy,"Asterism of four stars, mistaken for a galaxy",
2055,,Star,Association of stars,8.4
2056,,Star cluster,Star cluster,11.8
2057,,Star cluster,Star cluster,12.2
2058,,Star cluster,Star cluster,11.9
2059,,Star cluster,Star cluster,
2060,(Located in the Tarantula Nebula),Star cluster,Star cluster,9.6
2061,,Cluster,"Asterism, mistaken for an open cluster",
2062,,Star cluster,Star cluster,12.7
2063,,Asterism,"Unknown, possibly an asterism",
2064,,Nebula,Reflection nebula,
2065,,Star cluster,Star cluster,
2066,,Star cluster,Star cluster,13.1
2067,,Nebula,Reflection nebula,
2068,Messier 78,Nebula,Diffuse nebula,8
2069,(Part of the Tarantula Nebula),Other,Interstellar matter,10.1
2070,30 Doradus (located in Tarantula Nebula),Cluster,Open cluster,7.3
2071,,Nebula,Reflection nebula,
2072,,Star cluster,Star cluster,13.2
2073,,Galaxy,Lenticular galaxy,
2074,"GC 1272, JH 2942",Nebula,Emission nebula,~8
2075,,Star cluster,Star cluster,11.5
2076,,Galaxy,Lenticular galaxy,
2077,(Located in the Ghost Head Nebula),Star cluster,Star cluster,11.7
2078,,Nebula,Emission nebula,10.9
2079,,Star cluster,Star cluster,
2080,Ghost Head Nebula,Nebula,Emission nebula,10.4
2081,,Nebula,Emission nebula,
2082,,Galaxy,Intermediate spiral galaxy,
2083,,Star cluster,Star cluster,10.8
2084,,Star cluster,Star cluster,
2085,,Star cluster,Star cluster,12.1
2086,,Star cluster,Star cluster,12
2087,,Galaxy,Barred spiral galaxy,
2088,,Star cluster,Star cluster,12.5
2089,,Galaxy,Intermediate lenticular galaxy,
2090,,Galaxy,Spiral galaxy,11.9
2091,,Star cluster,Star cluster,12.1
2092,,Star cluster,Star cluster,
2093,,Star,Association of stars,11.6
2094,,Star cluster,Star cluster,
2095,,Star cluster,Star cluster,13.1
2096,,Star cluster,Star cluster,11.3
2097,,Star cluster,Star cluster,13.7
2098,,Star cluster,Star cluster,10.7
2099,Messier 37,Cluster,Open cluster,6.2
2100,,Cluster,Open cluster,9.6
2101,,Galaxy,Barred irregular galaxy,
2102,,Star cluster,Star cluster,11.4
2103,,Star,Association of stars,10.8
2104,,Galaxy,Barred Magellanic spiral galaxy,
2105,,Star cluster,Star cluster,12.2
2106,,Galaxy,Unbarred lenticular galaxy,
2107,,Star cluster,Star cluster,11.5
2108,,Cluster,Globular cluster,12.3
2109,,Star cluster,Star cluster,12.2
2110,,Galaxy,Intermediate lenticular; Seyfert galaxy,13.5
2111,,Star cluster,Star cluster,12.5
2112,,Cluster,Open cluster,9.1
2113,,Star cluster,Star cluster,
2114,,Cluster,Open cluster,12.5
2115,,Galaxy,Galaxy,
2116,,Cluster,Open cluster,12.9
2117,,Cluster,Open cluster,11.7
2118,,Star cluster,Star cluster,13.4
2119,,Galaxy,Elliptical galaxy,
2120,,Star cluster,Star cluster,12.7
2121,,Star cluster,Star cluster,12.4
2122,,Star,Association of stars,10.4
2123,,Star cluster,Star cluster,12.6
